"date","site","equip_type","serial_id","station_id","action","deploy_type","time","wpt","lat","lon","depth_m","crew","comment","file_name","entry_date","entry_initials","data_flag"
"2023-08-16","LWE","VR2Tx","490675","RT-LWE-04-A","retrieved","RT","11:18:16","78",NA,NA,"1.75","AS, ND, T","RETREIVED WITH RT TAGS 1570060 & 1570058","LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-16","LWE","RTtag","1570058","RT-LWE-04-A","retrieved","RT","11:18:16","78",NA,NA,NA,"AS, ND, T","V7, SEE STATION RT-LWE-04-A RETREIVAL 2023-08-16","LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-16","LWE","RTtag","1570060","RT-LWE-04-A","retrieved","RT","11:18:16","78",NA,NA,NA,"AS, ND, T","V13, SEE STATION RT-LWE-04-A RETREIVAL 2023-08-17","LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-16","LWE","VR2Tx","490668","RT-LWE-01-A","retrieved","RT","11:29:02","79, 80",NA,NA,"1.3","AS, ND, T","RETREIVERD WITH AQUAMEASURE DO 671333","LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-16","LWE","AMdo","671333","RT-LWE-01-A","retrieved","RT","11:29:02","79, 80",NA,NA,NA,"AS, ND, T","SEE STATION RT-LWE-01-A RETREIVAL 2023-08-16","LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-16","LWE","VR2Tx","490672","RT-LWE-02-A","retrieved","RT","11:38:16","81, 82",NA,NA,"1.4","AS, ND, T",NA,"LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-16","LWE","VR2Tx","490666","RT-LWE-03-A","retrieved","RT","11:44:10","83, 84",NA,NA,"1.5","AS, ND, T",NA,"LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-16","LWE","VR2Tx","490679","RT-LWE-07-A","retrieved","RT","11:55:00","85, 86",NA,NA,"1.8","AS, ND, T",NA,"LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-16","LWE","VR2Tx","490665","RT-LWE-08-A","retrieved","RT","12:01:35","87, 88",NA,NA,"1.7","AS, ND, T","RETREIVED WITH AQUAMEASURE DO 671355","LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-16","LWE","AMdo","671355","RT-LWE-08-A","retrieved","RT","12:01:35","87, 88",NA,NA,NA,"AS, ND, T","SEE STATION RT-LWE-08-A RETREIVAL 2023-08-16","LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-16","LWE","RTtag","1570060","RT-LWE-04-A","Off","RT","12:27:33",NA,NA,NA,NA,"AS, ND, T",NA,"LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-16","LWE","RTtag","1570058","RT-LWE-04-A","Off","RT","12:30:06",NA,NA,NA,NA,"AS, ND, T",NA,"LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-16","LWE","VR2Tx","490664","RT-LWE-13-A","retrieved","RT","13:08:30","89, 90",NA,NA,"2","AS, ND, T",NA,"LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-16","LWE","VR2Tx","490678","RT-LWE-05-A","retrieved","RT","13:13:50","91, 92, 93",NA,NA,"2","AS, ND, T",NA,"LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-16","LWE","VR2Tx","490669","RT-LWE-09-A","retrieved","RT","13:20:00","94, 95",NA,NA,"1.85","AS, ND, T",NA,"LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-16","LWE","VR2Tx","490677","RT-LWE-11-A","retrieved","RT","13:27:05","96, 97",NA,NA,"1.6","AS, ND, T",NA,"LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-16","LWE","VR2Tx","490676","RT-LWE-10-A","retrieved","RT","13:33:30","98, 99",NA,NA,"1.6","AS, ND, T",NA,"LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-16","LWE","VR2Tx","490670","RT-LWE-12-A","retrieved","RT","13:41:02","100, 101",NA,NA,"1.5","AS, ND, T",NA,"LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-17","LWE","VR2Tx","490675","RT-LWE-04-A","dataDownload","RT","11:06:00",NA,NA,NA,NA,"ND",NA,"LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-17","LWE","VR2Tx","490675","RT-LWE-04-A","checked",NA,"11:07:50",NA,NA,NA,NA,"ND","FAST DIAGNOSTICS ON, SYNC TAG VERY HIGH ON, 100% BATTERY REMAINING VOLTAGE 3.32V","LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-17","LWE","VR2Tx","490675","RT-LWE-04-A","configure",NA,"11:08:20",NA,NA,NA,NA,"ND","TURN OFF FAST DIAGNOSTICS, AND SYNC TAG TRANSMISSION","LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-17","LWE","VR2Tx","490665","RT-LWE-08-A","dataDownload",NA,"11:10:30",NA,NA,NA,NA,"ND",NA,"LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-17","LWE","VR2Tx","490665","RT-LWE-08-A","checked",NA,"11:11:50",NA,NA,NA,NA,"ND","SYNC TAG VERY HIGH ON, 100% BATTERY REMAINING, 3.35V","LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-17","LWE","VR2Tx","490665","RT-LWE-08-A","configure",NA,"11:11:50",NA,NA,NA,NA,"ND","TURNED OFF SYNC TAG TRANSMISSION","LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-17","LWE","VR2Tx","490679","RT-LWE-07-A","dataDownload",NA,"11:13:35",NA,NA,NA,NA,"ND",NA,"LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-17","LWE","VR2Tx","490679","RT-LWE-07-A","checked",NA,"11:15:23",NA,NA,NA,NA,"ND","SYNC TAG VERY HIGH ON, 3.36V","LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-17","LWE","VR2Tx","490679","RT-LWE-07-A","configure",NA,"11:15:23",NA,NA,NA,NA,"ND",NA,"LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-17","LWE","VR2Tx","490664","RT-LWE-13-A","dataDownload",NA,"11:17:23",NA,NA,NA,NA,"ND",NA,"LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
"2023-08-17","LWE","VR2Tx","490664","RT-LWE-13-A","checked",NA,"11:18:00",NA,NA,NA,NA,"ND","3.38V","LTMFTN_AS_2024-01-04.xlsx","2024-01-04","AS",""
